,alpha,sigma,only_negative_disturbances,add_short_timescale,ews,p_linear,p_kendalltau,p_theilsen,p_kendalltau_adj,valid
89,2.0,0.0001,True,False,std_dev_thresh,0.09842105263157895,0.09,0.06842105263157895,0.09,1.0
90,2.0,0.0001,True,True,ac1,0.09736842105263158,0.09,0.09,0.0,1.0
91,2.0,0.0001,True,True,ac1_thresh,0.09736842105263158,0.09,0.09,0.0,1.0
92,2.0,0.0001,True,True,iqr,0.09,0.08421052631578947,0.08315789473684211,0.0,1.0
93,2.0,0.0001,True,True,iqr_thresh,0.09,0.08421052631578947,0.08315789473684211,0.0,1.0
94,2.0,0.0001,True,True,std_dev,0.09526315789473684,0.08526315789473685,0.08842105263157894,0.0,1.0
95,2.0,0.0001,True,True,std_dev_thresh,0.09526315789473684,0.08526315789473685,0.08842105263157894,0.0,1.0
96,2.0,0.001,False,False,ac1,0.10947368421052632,0.11368421052631579,0.049473684210526316,0.11368421052631579,1.0
97,2.0,0.001,False,False,ac1_thresh,0.10894736842105263,0.11526315789473685,0.045789473684210526,0.11526315789473685,1.0
98,2.0,0.001,False,False,iqr,0.07842105263157895,0.07684210526315789,0.045263157894736845,0.07684210526315789,1.0
99,2.0,0.001,False,False,iqr_thresh,0.07473684210526316,0.08315789473684211,0.04263157894736842,0.08315789473684211,1.0
100,2.0,0.001,False,False,std_dev,0.08947368421052632,0.09,0.0668421052631579,0.09,1.0
101,2.0,0.001,False,False,std_dev_thresh,0.0863157894736842,0.0931578947368421,0.06736842105263158,0.0931578947368421,1.0
102,2.0,0.001,False,True,ac1,0.09473684210526316,0.08842105263157894,0.0868421052631579,0.0,1.0
103,2.0,0.001,False,True,ac1_thresh,0.09473684210526316,0.08842105263157894,0.0868421052631579,0.0,1.0
104,2.0,0.001,False,True,iqr,0.09,0.08842105263157894,0.08894736842105264,0.0,1.0
105,2.0,0.001,False,True,iqr_thresh,0.09,0.08842105263157894,0.08894736842105264,0.0,1.0
106,2.0,0.001,False,True,std_dev,0.09210526315789473,0.08526315789473685,0.08578947368421053,0.0,1.0
107,2.0,0.001,False,True,std_dev_thresh,0.09210526315789473,0.08526315789473685,0.08578947368421053,0.0,1.0
108,2.0,0.001,True,False,ac1,0.09947368421052631,0.10263157894736842,0.04631578947368421,0.10263157894736842,1.0
109,2.0,0.001,True,False,ac1_thresh,0.09736842105263158,0.10789473684210527,0.042105263157894736,0.10789473684210527,1.0
110,2.0,0.001,True,False,iqr,0.07789473684210527,0.08421052631578947,0.04052631578947368,0.08421052631578947,1.0
111,2.0,0.001,True,False,iqr_thresh,0.07789473684210527,0.08368421052631579,0.04368421052631579,0.08368421052631579,1.0
112,2.0,0.001,True,False,std_dev,0.08368421052631579,0.08736842105263158,0.06368421052631579,0.08736842105263158,1.0
113,2.0,0.001,True,False,std_dev_thresh,0.0863157894736842,0.09157894736842105,0.06578947368421052,0.09157894736842105,1.0
114,2.0,0.001,True,True,ac1,0.09736842105263158,0.09052631578947369,0.09,0.0,1.0
115,2.0,0.001,True,True,ac1_thresh,0.09736842105263158,0.09052631578947369,0.09,0.0,1.0
116,2.0,0.001,True,True,iqr,0.09052631578947369,0.0868421052631579,0.08473684210526315,0.0,1.0
117,2.0,0.001,True,True,iqr_thresh,0.09052631578947369,0.0868421052631579,0.08473684210526315,0.0,1.0
118,2.0,0.001,True,True,std_dev,0.09105263157894737,0.08368421052631579,0.08315789473684211,0.0,1.0
119,2.0,0.001,True,True,std_dev_thresh,0.09105263157894737,0.08368421052631579,0.08315789473684211,0.0,1.0
120,2.0,0.01,False,False,ac1,0.09052631578947369,0.12157894736842105,0.016842105263157894,0.12157894736842105,1.0
121,2.0,0.01,False,False,ac1_thresh,0.09052631578947369,0.12526315789473685,0.018947368421052633,0.12526315789473685,1.0
122,2.0,0.01,False,False,iqr,0.06947368421052631,0.07052631578947369,0.03894736842105263,0.07052631578947369,1.0
123,2.0,0.01,False,False,iqr_thresh,0.0731578947368421,0.07736842105263157,0.04105263157894737,0.07736842105263157,1.0
124,2.0,0.01,False,False,std_dev,0.08578947368421053,0.08157894736842106,0.061052631578947365,0.08157894736842106,1.0
125,2.0,0.01,False,False,std_dev_thresh,0.08105263157894736,0.08157894736842106,0.05842105263157895,0.08157894736842106,1.0
126,2.0,0.01,False,True,ac1,0.1,0.09736842105263158,0.09842105263157895,0.0005263157894736842,1.0
127,2.0,0.01,False,True,ac1_thresh,0.1,0.09736842105263158,0.09842105263157895,0.0005263157894736842,1.0
128,2.0,0.01,False,True,iqr,0.09157894736842105,0.08736842105263158,0.08421052631578947,0.0,1.0
129,2.0,0.01,False,True,iqr_thresh,0.09157894736842105,0.08736842105263158,0.08421052631578947,0.0,1.0
130,2.0,0.01,False,True,std_dev,0.09842105263157895,0.09,0.08789473684210526,0.0,1.0
131,2.0,0.01,False,True,std_dev_thresh,0.09842105263157895,0.09,0.08789473684210526,0.0,1.0
132,2.0,0.01,True,False,ac1,0.10947368421052632,0.12947368421052632,0.02526315789473684,0.12947368421052632,1.0
133,2.0,0.01,True,False,ac1_thresh,0.1036842105263158,0.12894736842105264,0.02631578947368421,0.12894736842105264,1.0
134,2.0,0.01,True,False,iqr,0.07631578947368421,0.08052631578947368,0.032105263157894734,0.08052631578947368,1.0
135,2.0,0.01,True,False,iqr_thresh,0.08157894736842106,0.08578947368421053,0.03315789473684211,0.08578947368421053,1.0
136,2.0,0.01,True,False,std_dev,0.09052631578947369,0.08578947368421053,0.04894736842105263,0.08578947368421053,1.0
137,2.0,0.01,True,False,std_dev_thresh,0.08473684210526315,0.08473684210526315,0.04421052631578947,0.08473684210526315,1.0
