,alpha,sigma,only_negative_disturbances,add_short_timescale,ews,p_linear,p_kendalltau,p_theilsen,p_kendalltau_adj,valid
234,0.75,0.001,True,True,ac1,0.859375,0.890625,0.90625,0.859375,0.64
235,0.75,0.001,True,True,ac1_thresh,0.859375,0.921875,0.890625,0.90625,0.64
236,0.75,0.001,True,True,iqr,0.390625,0.984375,0.0625,0.953125,0.64
237,0.75,0.001,True,True,iqr_thresh,0.390625,0.984375,0.0625,0.953125,0.64
238,0.75,0.001,True,True,std_dev,0.234375,0.875,0.015625,0.859375,0.64
239,0.75,0.001,True,True,std_dev_thresh,0.46875,0.953125,0.1875,0.9375,0.64
240,0.75,0.01,False,False,ac1,0.1111111111111111,0.16666666666666666,0.0,0.16666666666666666,0.18
241,0.75,0.01,False,False,ac1_thresh,0.05555555555555555,0.1111111111111111,0.0,0.1111111111111111,0.18
242,0.75,0.01,False,False,iqr,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.18
243,0.75,0.01,False,False,iqr_thresh,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.18
244,0.75,0.01,False,False,std_dev,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.18
245,0.75,0.01,False,False,std_dev_thresh,0.0,0.05555555555555555,0.0,0.05555555555555555,0.18
246,0.75,0.01,False,True,ac1,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.18
247,0.75,0.01,False,True,ac1_thresh,0.5,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.18
248,0.75,0.01,False,True,iqr,0.1111111111111111,0.6111111111111112,0.0,0.6111111111111112,0.18
249,0.75,0.01,False,True,iqr_thresh,0.1111111111111111,0.6666666666666666,0.0,0.6666666666666666,0.18
250,0.75,0.01,False,True,std_dev,0.05555555555555555,0.3333333333333333,0.0,0.3333333333333333,0.18
251,0.75,0.01,False,True,std_dev_thresh,0.0,0.3888888888888889,0.0,0.3888888888888889,0.18
252,0.75,0.01,True,False,ac1,0.0,0.0,0.0,0.0,0.03
253,0.75,0.01,True,False,ac1_thresh,0.0,0.0,0.0,0.0,0.03
254,0.75,0.01,True,False,iqr,0.0,0.0,0.0,0.0,0.03
255,0.75,0.01,True,False,iqr_thresh,0.0,0.0,0.0,0.0,0.03
256,0.75,0.01,True,False,std_dev,0.0,0.0,0.0,0.0,0.03
257,0.75,0.01,True,False,std_dev_thresh,0.0,0.0,0.0,0.0,0.03
258,0.75,0.01,True,True,ac1,0.0,0.0,0.0,0.0,0.04
259,0.75,0.01,True,True,ac1_thresh,0.0,0.0,0.0,0.0,0.04
260,0.75,0.01,True,True,iqr,0.0,0.25,0.0,0.25,0.04
261,0.75,0.01,True,True,iqr_thresh,0.0,0.25,0.0,0.25,0.04
