,alpha,sigma,only_negative_disturbances,ews,p_linear,p_kendalltau,p_theilsen,p_kendalltau_adj,valid
309,1.75,0.05,False,ac1,1.0,1.0,1.0,1.0,0.99
310,1.75,0.05,False,iqr,1.0,1.0,0.7575757575757576,1.0,0.99
311,1.75,0.05,False,std_dev,0.6666666666666666,0.98989898989899,0.3434343434343434,0.98989898989899,0.99
312,1.75,0.05,True,ac1,1.0,1.0,1.0,1.0,0.98
313,1.75,0.05,True,iqr,1.0,1.0,0.7448979591836735,1.0,0.98
314,1.75,0.05,True,std_dev,0.6938775510204082,1.0,0.35714285714285715,1.0,0.98
315,1.75,0.1,False,ac1,1.0,1.0,1.0,1.0,0.98
316,1.75,0.1,False,iqr,1.0,1.0,0.7857142857142857,1.0,0.98
317,1.75,0.1,False,std_dev,0.673469387755102,0.9795918367346939,0.336734693877551,0.9795918367346939,0.98
318,1.75,0.1,True,ac1,0.9896907216494846,0.9896907216494846,0.9896907216494846,0.9896907216494846,0.97
319,1.75,0.1,True,iqr,0.9896907216494846,0.9896907216494846,0.7319587628865979,0.9896907216494846,0.97
320,1.75,0.1,True,std_dev,0.6701030927835051,0.9896907216494846,0.3402061855670103,0.9896907216494846,0.97
321,1.75,0.2,False,ac1,0.979381443298969,0.979381443298969,0.979381443298969,0.979381443298969,0.97
322,1.75,0.2,False,iqr,0.979381443298969,0.979381443298969,0.7731958762886598,0.979381443298969,0.97
323,1.75,0.2,False,std_dev,0.6804123711340206,0.9587628865979382,0.36082474226804123,0.9587628865979382,0.97
324,1.75,0.2,True,ac1,0.978494623655914,0.978494623655914,0.978494623655914,0.978494623655914,0.93
325,1.75,0.2,True,iqr,0.989247311827957,0.989247311827957,0.7096774193548387,0.989247311827957,0.93
326,1.75,0.2,True,std_dev,0.7096774193548387,0.978494623655914,0.3548387096774194,0.978494623655914,0.93
327,1.75,0.5,False,ac1,0.9651162790697675,0.9651162790697675,0.9651162790697675,0.9651162790697675,0.86
328,1.75,0.5,False,iqr,0.9767441860465116,0.9883720930232558,0.7906976744186046,0.9883720930232558,0.86
329,1.75,0.5,False,std_dev,0.686046511627907,0.9302325581395349,0.4069767441860465,0.9302325581395349,0.86
330,1.75,0.5,True,ac1,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.9452054794520548,0.73
331,1.75,0.5,True,iqr,0.958904109589041,0.958904109589041,0.684931506849315,0.958904109589041,0.73
332,1.75,0.5,True,std_dev,0.684931506849315,0.9178082191780822,0.3287671232876712,0.9178082191780822,0.73
333,2.0,1e-10,False,ac1,1.0,1.0,1.0,1.0,1.0
334,2.0,1e-10,False,iqr,1.0,1.0,0.95,1.0,1.0
335,2.0,1e-10,False,std_dev,1.0,1.0,0.96,1.0,1.0
336,2.0,1e-10,True,ac1,1.0,1.0,1.0,1.0,1.0
337,2.0,1e-10,True,iqr,1.0,1.0,0.86,1.0,1.0
338,2.0,1e-10,True,std_dev,1.0,1.0,0.91,1.0,1.0
339,2.0,1e-08,False,ac1,1.0,1.0,1.0,1.0,1.0
340,2.0,1e-08,False,iqr,1.0,1.0,0.95,1.0,1.0
341,2.0,1e-08,False,std_dev,1.0,1.0,0.96,1.0,1.0
342,2.0,1e-08,True,ac1,1.0,1.0,1.0,1.0,1.0
343,2.0,1e-08,True,iqr,1.0,1.0,0.86,1.0,1.0
344,2.0,1e-08,True,std_dev,1.0,1.0,0.91,1.0,1.0
345,2.0,1e-06,False,ac1,1.0,1.0,1.0,1.0,1.0
346,2.0,1e-06,False,iqr,1.0,1.0,0.95,1.0,1.0
347,2.0,1e-06,False,std_dev,1.0,1.0,0.96,1.0,1.0
348,2.0,1e-06,True,ac1,1.0,1.0,1.0,1.0,1.0
349,2.0,1e-06,True,iqr,1.0,1.0,0.86,1.0,1.0
350,2.0,1e-06,True,std_dev,1.0,1.0,0.91,1.0,1.0
351,2.0,0.0001,False,ac1,1.0,1.0,1.0,1.0,1.0
352,2.0,0.0001,False,iqr,1.0,1.0,0.95,1.0,1.0
353,2.0,0.0001,False,std_dev,1.0,1.0,0.96,1.0,1.0
354,2.0,0.0001,True,ac1,1.0,1.0,1.0,1.0,1.0
355,2.0,0.0001,True,iqr,1.0,1.0,0.87,1.0,1.0
356,2.0,0.0001,True,std_dev,1.0,1.0,0.91,1.0,1.0
357,2.0,0.001,False,ac1,1.0,1.0,1.0,1.0,1.0
358,2.0,0.001,False,iqr,1.0,1.0,0.95,1.0,1.0
359,2.0,0.001,False,std_dev,1.0,1.0,0.96,1.0,1.0
360,2.0,0.001,True,ac1,1.0,1.0,1.0,1.0,1.0
361,2.0,0.001,True,iqr,1.0,1.0,0.85,1.0,1.0
362,2.0,0.001,True,std_dev,1.0,1.0,0.9,1.0,1.0
363,2.0,0.01,False,ac1,1.0,1.0,1.0,1.0,1.0
364,2.0,0.01,False,iqr,1.0,1.0,0.96,1.0,1.0
365,2.0,0.01,False,std_dev,1.0,1.0,0.96,1.0,1.0
366,2.0,0.01,True,ac1,1.0,1.0,1.0,1.0,1.0
367,2.0,0.01,True,iqr,1.0,1.0,0.92,1.0,1.0
368,2.0,0.01,True,std_dev,1.0,1.0,0.9,1.0,1.0
369,2.0,0.02,False,ac1,1.0,1.0,1.0,1.0,1.0
370,2.0,0.02,False,iqr,1.0,1.0,0.96,1.0,1.0
371,2.0,0.02,False,std_dev,1.0,1.0,0.96,1.0,1.0
372,2.0,0.02,True,ac1,1.0,1.0,1.0,1.0,1.0
373,2.0,0.02,True,iqr,1.0,1.0,0.88,1.0,1.0
374,2.0,0.02,True,std_dev,1.0,1.0,0.94,1.0,1.0
375,2.0,0.05,False,ac1,1.0,1.0,1.0,1.0,1.0
376,2.0,0.05,False,iqr,1.0,1.0,0.96,1.0,1.0
377,2.0,0.05,False,std_dev,1.0,1.0,0.96,1.0,1.0
378,2.0,0.05,True,ac1,1.0,1.0,1.0,1.0,1.0
379,2.0,0.05,True,iqr,1.0,1.0,0.9,1.0,1.0
380,2.0,0.05,True,std_dev,1.0,1.0,0.95,1.0,1.0
381,2.0,0.1,False,ac1,1.0,1.0,1.0,1.0,1.0
382,2.0,0.1,False,iqr,1.0,1.0,0.96,1.0,1.0
383,2.0,0.1,False,std_dev,1.0,1.0,0.96,1.0,1.0
384,2.0,0.1,True,ac1,1.0,1.0,1.0,1.0,1.0
385,2.0,0.1,True,iqr,1.0,1.0,0.92,1.0,1.0
386,2.0,0.1,True,std_dev,1.0,1.0,0.96,1.0,1.0
387,2.0,0.2,False,ac1,1.0,1.0,1.0,1.0,1.0
388,2.0,0.2,False,iqr,1.0,1.0,0.95,1.0,1.0
389,2.0,0.2,False,std_dev,1.0,1.0,0.96,1.0,1.0
390,2.0,0.2,True,ac1,1.0,1.0,1.0,1.0,1.0
391,2.0,0.2,True,iqr,1.0,1.0,0.92,1.0,1.0
392,2.0,0.2,True,std_dev,1.0,1.0,0.96,1.0,1.0
393,2.0,0.5,False,ac1,1.0,1.0,1.0,1.0,1.0
394,2.0,0.5,False,iqr,1.0,1.0,0.96,1.0,1.0
395,2.0,0.5,False,std_dev,1.0,1.0,0.96,1.0,1.0
396,2.0,0.5,True,ac1,1.0,1.0,1.0,1.0,1.0
397,2.0,0.5,True,iqr,1.0,1.0,0.92,1.0,1.0
398,2.0,0.5,True,std_dev,1.0,1.0,0.92,1.0,1.0
